"","seqnames","start","end","width","strand","gene_id"
"14564","chr7",85393826,85415920,22095,"-","330581"
"14565","chr7",98177194,98179401,2208,"+","330599"
"14566","chr7",109449006,109508134,59129,"-","330627"
"14567","chr7",127885841,127895454,9614,"-","330657"
"14568","chr7",130774069,130825899,51831,"+","330660"
"14569","chr7",134670654,135173639,502986,"+","330662"
"14570","chr7",136332216,136349415,17200,"-","330664"
"14571","chr7",141061104,141072400,11297,"+","330671"
"14572","chr7",142544609,142558596,13988,"-","330677"
"14573","chr8",4257660,4259274,1615,"-","330695"
"14574","chr8",22073616,22125053,51438,"-","330721"
"14575","chr8",25024929,25038962,14034,"-","330723"
"14576","chr8",34589420,34640316,50897,"-","330734"
"14577","chr8",35864085,35882957,18873,"-","330737"
"14578","chr8",36156010,36161588,5579,"+","330738"
"14579","chr8",52356611,52403339,46729,"+","330767"
"14580","chr8",69761326,69791178,29853,"-","330788"
"14581","chr8",70083457,70090862,7406,"+","330790"
"14582","chr8",82863356,83091268,227913,"+","330812"
"14583","chr8",83900105,83941954,41850,"+","330814"
"14584","chr8",85071757,85075162,3406,"+","330817"
"14585","chr8",87563853,87589424,25572,"+","330820"
"14586","chr8",95055103,95078141,23039,"+","330830"
"14587","chr8",106168857,106198706,29850,"+","330836"
"14588","chr8",117681622,117693198,11577,"+","330850"
"14589","chr8",124793092,124834713,41622,"+","330863"
"14590","chr9",14696230,14740733,44504,"-","330890"
"14591","chr9",21405242,21411720,6479,"-","330902"
"14592","chr9",27790947,28925410,1134464,"+","330908"
"14593","chr9",32116136,32268446,152311,"+","330914"
"14594","chr9",32904937,32928966,24030,"-","330917"
"14595","chr9",35570284,35690318,120035,"+","330921"
"14596","chr9",50662752,50739517,76766,"-","330938"
"14597","chr9",52673042,52679780,6739,"-","330941"
"14598","chr9",58032274,58048997,16724,"+","330951"
"14599","chr9",58823412,58863175,39764,"+","330953"
"14600","chr9",61017069,61019797,2729,"+","330956"
"14601","chr9",62242596,62244100,1505,"-","330958"
"14602","chr9",64179274,64183132,3859,"+","330959"
"14603","chr9",65412714,65422955,10242,"-","330962"
"14604","chr9",65488470,65520193,31724,"-","330963"
"14605","chr9",89725245,89738475,13231,"-","330998"
"14606","chr9",92717456,92795711,78256,"+","331003"
"14607","chr9",94669909,95230445,560537,"+","331004"
"14608","chr9",98748599,98820087,71489,"-","331011"
"14609","chr9",108049242,108052801,3560,"+","331026"
"14610","chr9",123021418,123067561,46144,"+","331046"
"14611","chr15",63824346,63845177,20832,"-","331063"
"14612","chr10",81742821,81930480,187660,"-","331188"
"14613","chrX",6779306,6948363,169058,"+","331374"
"14614","chrX",41794991,41920674,125684,"-","331401"
"14615","chrX",56189827,56212881,23055,"-","331416"
"14616","chrX",61116378,61203785,87408,"+","331424"
"14617","chrX",86740870,88115645,1374776,"-","331461"
"14618","chrX",102066544,102071304,4761,"-","331474"
"14619","chrX",104482818,104507490,24673,"+","331487"
"14620","chrX",106235246,106255376,20131,"-","331491"
"14621","chrX",106583186,106710557,127372,"+","331493"
"14622","chrX",134149043,134162076,13034,"-","331524"
"14623","chrX",135373284,135383393,10110,"+","331529"
"14624","chrX",136200948,136203876,2929,"-","331532"
"14625","chrX",139079257,139085236,5980,"-","331535"
"14626","chrX",140062879,140106797,43919,"+","331537"
"14627","chrX",151291974,151344846,52873,"-","331547"
"14628","chrX",53696868,53716578,19711,"-","331578"
"14629","chr10",43478831,43515396,36566,"+","331623"
"14630","chr15",75993769,75999154,5386,"+","332110"
"14631","chr15",101946001,101954287,8287,"-","332131"
"14632","chr16",43965033,43979791,14759,"-","332175"
"14633","chr17",23600856,23611019,10164,"+","332221"
"14634","chr18",41985323,41999049,13727,"-","332309"
"14635","chr19",5891138,5894149,3012,"-","332359"
"14636","chr19",59219214,59237374,18161,"+","332396"
"14637","chr19",60755987,60759914,3928,"+","332397"
"14638","chr1",37905923,37916493,10571,"-","332427"
"14639","chr2",25682726,25686081,3356,"+","332578"
"14640","chr2",26352176,26360918,8743,"-","332579"
"14641","chr2",181220013,181222854,2842,"+","332713"
"14642","chr4",101940407,101943183,2777,"+","332923"
"14643","chr4",119422814,119467444,44631,"+","332934"
"14644","chr4",126716006,126736240,20235,"-","332937"
"14645","chr4",130209109,130222401,13293,"-","332942"
"14646","chr5",29735334,29735936,603,"-","332993"
"14647","chr5",113226909,113239263,12355,"+","333048"
"14648","chr5",117414000,117775003,361004,"+","333050"
"14649","chr6",29473162,29507952,34791,"-","333088"
"14650","chr7",4751792,4753094,1303,"-","333182"
"14651","chr7",30539134,30552296,13163,"-","333193"
"14652","chr8",64980884,64987831,6948,"-","333307"
"14653","chr8",80611080,80695356,84277,"+","333315"
"14654","chr8",95239045,95306585,67541,"-","333329"
"14655","chr9",99612502,99622367,9866,"+","333424"
"14656","chr9",114899341,114933987,34647,"-","333433"
"14657","chrX",9571901,9572409,509,"-","333452"
"14658","chr13",119949357,119950806,1450,"-","333467"
"14659","chrX",106420041,106485401,65361,"-","333564"
"14660","chrX",150312951,150313364,414,"-","333588"
"14661","chrX",167471309,168577231,1105923,"-","333605"
"14662","chrX",71050240,71156056,105817,"+","333639"
"14663","chr7",19359770,19378533,18764,"+","333654"
"14664","chr10",75954514,76009591,55078,"+","333669"
"14665","chr10",75937723,75940672,2950,"-","333670"
"14666","chr17",36284227,36286490,2264,"-","333715"
"14667","chr5",65763521,65830108,66588,"+","333789"
"14668","chr2",104069849,104091187,21339,"+","333883"
"14669","chr5",145773983,145805874,31892,"-","337924"
"14670","chr12",59095799,59191583,95785,"+","338320"
"14671","chr14",75702350,75754558,52209,"-","338337"
"14672","chr2",37516332,37520603,4272,"+","338346"
"14673","chr2",32757026,32775633,18608,"-","338348"
"14674","chr4",84884309,85131921,247613,"+","338349"
"14675","chr5",121596775,121618938,22164,"-","338350"
"14676","chrX",36608314,36645395,37082,"-","338351"
"14677","chr7",49974864,50866608,891745,"+","338352"
"14678","chr7",27959135,27979171,20037,"-","338354"
"14679","chr4",62300342,62360548,60207,"-","338355"
"14680","chr10",62429209,62449738,20530,"-","338359"
"14681","chr18",67321209,67344103,22895,"-","338360"
"14682","chr10",8204756,8518825,314070,"-","338362"
"14683","chr18",11964450,12121537,157088,"-","338363"
"14684","chr11",116121846,116131128,9283,"-","338364"
"14685","chr10",83230848,83337882,107035,"-","338365"
"14686","chr1",183326725,183369553,42829,"-","338366"
"14687","chr11",80482126,80780025,297900,"-","338367"
"14688","chr15",82338942,82345743,6802,"+","338368"
"14689","chr11",67025154,67035312,10159,"+","338369"
"14690","chr14",123276634,123627144,350511,"-","338370"
"14691","chr11",119491347,119511437,20091,"+","338371"
"14692","chr12",81721010,81781175,60166,"-","338372"
"14693","chr7",28522836,28524322,1487,"+","338374"
"14694","chr1",138273738,138289462,15725,"+","338375"
"14695","chr18",84610509,84650095,39587,"-","338403"
"14696","chr7",140845547,140846769,1223,"+","338417"
"14697","chr16",93832121,93876073,43953,"+","338467"
"14698","chr8",111345135,111393824,48690,"-","338521"
"14699","chr6",39136623,39206789,70167,"-","338523"
"14700","chr2",12300946,12312315,11370,"+","338535"
"14701","chr11",46607772,46629261,21490,"-","347708"
"14702","chr4",144059126,144069327,10202,"+","347710"
"14703","chr2",87506565,87510872,4308,"+","347711"
"14704","chr2",87489087,87497093,8007,"-","347712"
"14705","chr1",89454806,89897617,442812,"+","347722"
"14706","chr2",156388065,156392979,4915,"-","347740"
"14707","chr6",115675968,115677780,1813,"+","352968"
"14708","chr10",112163621,112216555,52935,"+","353025"
"14709","chr11",103364275,103412687,48413,"-","353047"
"14710","chr7",33625145,33653281,28137,"-","353109"
"14711","chr11",99417243,99425497,8255,"+","353123"
"14712","chr17",23833347,23836056,2710,"-","353130"
"14713","chr6",42140936,42141895,960,"+","353148"
"14714","chr11",98982180,98983016,837,"-","353155"
"14715","chr2",26580014,26593120,13107,"+","353156"
"14716","chr6",132777179,132778162,984,"-","353165"
"14717","chr6",132802818,132803975,1158,"+","353166"
"14718","chr6",132847142,132848143,1002,"+","353167"
"14719","chr10",22645011,22704285,59275,"+","353169"
"14720","chrX",162778919,162829454,50536,"-","353170"
"14721","chr6",55038007,55079500,41494,"+","353172"
"14722","chr14",18204054,18239127,35074,"-","353187"
"14723","chr8",24836140,24948804,112665,"-","353188"
"14724","chr9",57708540,57752499,43960,"+","353190"
"14725","chr4",72850583,72852634,2052,"-","353204"
"14726","chr2",178067695,178078476,10782,"-","353208"
"14727","chr19",16956118,17223932,267815,"+","353211"
"14728","chr18",36939205,37187657,248453,"+","353234"
"14729","chr18",36992371,37187657,195287,"+","353235"
"14730","chr18",37090013,37187657,97645,"+","353236"
"14731","chr18",37143503,37187657,44155,"+","353237"
"14732","chr19",3282901,3292837,9937,"+","353242"
"14733","chr10",13178140,13193168,15029,"-","353258"
"14734","chr2",10370510,10595253,224744,"+","353282"
"14735","chrX",7924276,7928607,4332,"-","353283"
"14736","chr8",111058920,111092426,33507,"-","353287"
"14737","chr8",26977325,26981461,4137,"+","353310"
"14738","chr8",18986233,18991055,4823,"-","353320"
"14739","chr6",132737003,132738035,1033,"-","353325"
"14740","chr12",109589193,109600330,11138,"-","353326"
"14741","chr7",141633456,141655319,21864,"-","353328"
"14742","chr15",72805600,72810324,4725,"-","353342"
"14743","chr17",42556783,42611395,54613,"-","353344"
"14744","chr13",19749682,19824257,74576,"-","353346"
"14745","chr4",123116266,123118000,1735,"+","353371"
"14746","chr4",132270080,132270213,134,"-","353373"
"14747","chrX",57391449,57391519,71,"-","353374"
"14748","chr7",3665790,3677553,11764,"-","353499"
"14749","chr17",23673596,23675227,1632,"+","353502"
"14750","chr12",110275385,110278172,2788,"-","353504"
"14751","chr11",77763246,77865980,102735,"+","360013"
"14752","chr13",23761853,23762386,534,"-","360198"
"14753","chr8",19123752,19126540,2789,"+","360211"
"14754","chr8",19023407,19026566,3160,"-","360212"
"14755","chr3",89234177,89246309,12133,"-","360213"
"14756","chr8",19052826,19064810,11985,"-","360214"
"14757","chr7",132931142,132986391,55250,"+","360216"
"14758","chr8",18974940,18978256,3317,"-","360217"
"14759","chr5",15619064,15623864,4801,"+","360220"
"14760","chr3",85993810,86002491,8682,"-","368202"
"14761","chr10",108698764,108700160,1397,"-","368203"
"14762","chr1",21349641,21352200,2560,"+","368204"
"14763","chr13",91701665,91741872,40208,"-","373852"
"14764","chr4",63214004,63334991,120988,"+","373864"
"14765","chr7",3218784,3249740,30957,"-","378425"
"14766","chr7",18987400,18988962,1563,"+","378430"
"14767","chr10",17796226,17845665,49440,"+","378431"
"14768","chr15",75745490,75748228,2739,"-","378435"
"14769","chr17",33630759,33645706,14948,"+","378460"
"14770","chr17",80290203,80297476,7274,"+","378462"
"14771","chr8",69366510,69395539,29030,"-","378466"
"14772","chr18",36801866,36802008,143,"+","378472"
"14773","chr2",153918230,153932996,14767,"+","378700"
"14774","chr2",121449195,121453420,4226,"+","378702"
"14775","chr2",143747583,143795965,48383,"-","378775"
"14776","chr2",143535476,143547837,12362,"-","378776"
"14777","chr15",76715276,76722173,6898,"-","378937"
"14778","chr9",109830374,109831381,1008,"-","378954"
"14779","chr10",22158569,22183917,25349,"+","379043"
"14780","chr2",130599785,130630027,30243,"-","380601"
"14781","chr17",6955011,6961156,6146,"-","380608"
"14782","chr3",40531286,40704774,173489,"+","380614"
"14783","chr10",17868612,17948067,79456,"-","380629"
"14784","chr10",92775619,93081618,306000,"-","380654"
"14785","chr10",106933517,107123668,190152,"-","380660"
"14786","chr10",120923413,120979332,55920,"-","380664"
"14787","chr10",45376620,45486395,109776,"-","380669"
"14788","chr10",127801153,127846565,45413,"+","380674"
"14789","chr11",4064841,4077736,12896,"+","380683"
"14790","chr11",4938754,4948064,9311,"-","380684"
"14791","chr11",17051586,17079371,27786,"+","380686"
"14792","chr11",43528784,43586997,58214,"+","380694"
"14793","chr11",58994256,59139170,144915,"-","380698"
"14794","chr11",61301631,61342860,41230,"-","380701"
"14795","chr11",66211725,66525964,314240,"-","380702"
"14796","chr11",69803603,69805624,2022,"-","380705"
"14797","chr11",73329741,73355913,26173,"+","380709"
"14798","chr11",74383356,74610915,227560,"-","380711"
"14799","chr11",75461715,75470899,9185,"+","380712"
"14800","chr11",75513540,75526582,13043,"+","380713"
"14801","chr11",75830999,75938429,107431,"-","380714"
"14802","chr11",87853215,87863803,10589,"+","380718"
"14803","chr11",100740376,100759942,19567,"-","380728"
"14804","chr11",103534577,103621140,86564,"-","380730"
"14805","chr11",106751226,106768794,17569,"+","380732"
"14806","chr12",28751803,28869865,118063,"+","380752"
"14807","chr12",33147693,33373045,225353,"+","380753"
"14808","chr12",40175493,40199490,23998,"-","380755"
"14809","chr12",73364075,73409557,45483,"-","380765"
"14810","chr12",80754043,80760687,6645,"-","380768"
"14811","chr12",87443896,87452206,8311,"+","380773"
"14812","chr12",103980243,103996579,16337,"-","380780"
"14813","chr12",109032187,109068217,36031,"-","380785"
"14814","chr12",111406809,111412090,5282,"+","380787"
"14815","chr13",24987483,25020379,32897,"-","380836"
"14816","chr13",32881434,32898211,16778,"-","380839"
"14817","chr13",35978395,36117526,139132,"-","380840"
"14818","chr13",46273721,46300115,26395,"+","380842"
"14819","chr13",50643228,50645838,2611,"+","380845"
"14820","chr13",62772200,62785808,13609,"-","380850"
"14821","chr13",67173182,67184044,10863,"+","380855"
"14822","chr13",98686235,98694834,8600,"-","380863"
"14823","chr13",119827961,119830216,2256,"-","380878"
"14824","chr13",50245181,50250308,5128,"-","380882"
"14825","chr14",59158503,59178749,20247,"-","380907"
"14826","chr14",65358389,65398930,40542,"+","380912"
"14827","chr14",74754675,74947876,193202,"-","380916"
"14828","chr14",75455982,75529708,73727,"+","380918"
"14829","chr14",77793945,77798968,5024,"-","380920"
"14830","chr14",78558750,78732776,174027,"-","380921"
"14831","chr14",79891046,80023139,132094,"+","380924"
"14832","chr14",101729957,101934710,204754,"+","380928"
"14833","chr14",105589476,105632054,42579,"+","380930"
"14834","chr14",123168503,123253899,85397,"+","380934"
"14835","chr15",90224311,90233471,9161,"+","380959"
"14836","chr15",97964200,97970275,6076,"+","380967"
"14837","chr15",99422035,99457748,35714,"-","380969"
"14838","chr15",100364542,100383964,19423,"+","380975"
"14839","chr15",101221195,101225186,3992,"-","380977"
"14840","chr15",68083764,68258856,175093,"-","380993"
"14841","chr15",82555072,82560403,5332,"+","380997"
"14842","chr15",11906519,11907390,872,"+","381002"
"14843","chr15",98831669,98871204,39536,"-","381022"
"14844","chr16",10324105,10347591,23487,"-","381033"
"14845","chr16",20279818,20302387,22570,"-","381038"
"14846","chr16",32804760,32810477,5718,"-","381043"
"14847","chr16",36071685,36092120,20436,"+","381045"
"14848","chr17",13108617,13131810,23194,"-","381058"
"14849","chr17",15041208,15090044,48837,"+","381062"
"14850","chr17",21567008,21588699,21692,"+","381066"
"14851","chr17",21730795,21769342,38548,"+","381067"
"14852","chr17",24264259,24351068,86810,"-","381072"
"14853","chr17",24657330,24658457,1128,"-","381073"
"14854","chr17",25786580,25790513,3934,"+","381077"
"14855","chr17",29549785,29606898,57114,"+","381085"
"14856","chr17",34325665,34341412,15748,"+","381091"
"14857","chr17",46496711,46499624,2914,"+","381101"
"14858","chr17",47686739,47694736,7998,"-","381104"
"14859","chr17",65255999,65540782,284784,"-","381107"
"14860","chr17",79611863,79693192,81330,"+","381110"
"14861","chr17",80307407,80400081,92675,"+","381112"
"14862","chr17",80523550,80577813,54264,"-","381113"
"14863","chr17",73306464,73400866,94403,"-","381122"
"14864","chr18",21127201,21300138,172938,"-","381126"
"14865","chr18",46921815,46934232,12418,"+","381142"
"14866","chr18",35650351,35655238,4888,"-","381148"
"14867","chr18",10325177,10562940,237764,"+","381157"
"14868","chr18",69925426,69969484,44059,"+","381175"
"14869","chr19",4625821,4698668,72848,"-","381196"
"14870","chr19",5071035,5085531,14497,"-","381199"
"14871","chr19",5568025,5571261,3237,"+","381201"
"14872","chr19",5970234,5986143,15910,"-","381203"
"14873","chr19",6105782,6115792,10011,"+","381204"
"14874","chr19",23972750,24031019,58270,"-","381217"
"14875","chr19",28901268,28967800,66533,"-","381218"
"14876","chr19",40868304,40882639,14336,"+","381223"
"14877","chr19",47937675,48035387,97713,"+","381229"
"14878","chr19",53443230,53464796,21567,"-","381232"
"14879","chr19",33555160,33761951,206792,"-","381236"
"14880","chr1",13668771,13701723,32953,"+","381246"
"14881","chr1",59100590,59120408,19819,"-","381259"
"14882","chr1",59516264,59636417,120154,"+","381260"
"14883","chr1",72159442,72212307,52866,"-","381269"
"14884","chr1",72427112,72536930,109819,"-","381270"
"14885","chr1",75220095,75232102,12008,"-","381272"
"14886","chr1",88262471,88277633,15163,"-","381280"
"14887","chr1",93168725,93231072,62348,"+","381284"
"14888","chr1",107271201,107278371,7171,"-","381286"
"14889","chr1",85083069,85109853,26785,"-","381287"
"14890","chr1",133699457,133801041,101585,"-","381290"
"14891","chr1",136466343,136531511,65169,"+","381293"
"14892","chr1",160906418,160974978,68561,"+","381305"
"14893","chr1",163945993,163994796,48804,"-","381306"
"14894","chr1",173896345,173913046,16702,"-","381308"
"14895","chr1",180432387,180483504,51118,"-","381310"
"14896","chr1",185284726,185329396,44671,"-","381314"
"14897","chr1",191063012,191086474,23463,"+","381318"
"14898","chr1",191097847,191108945,11099,"+","381319"
"14899","chr1",93861306,93876494,15189,"+","381334"
"14900","chr1",36562692,36683183,120492,"-","381337"
"14901","chr1",38793645,38836711,43067,"-","381338"
"14902","chr1",40805601,40856887,51287,"+","381339"
"14903","chr2",9881252,9883921,2670,"+","381347"
"14904","chr2",18699023,18750413,51391,"+","381350"
"14905","chr2",25563115,25571358,8244,"-","381352"
"14906","chr2",25576973,25579897,2925,"-","381353"
"14907","chr2",27009926,27021089,11164,"+","381356"
"14908","chr2",31640037,31655795,15759,"+","381359"
"14909","chr2",71719417,71730966,11550,"+","381371"
"14910","chr2",73271925,73284706,12782,"+","381373"
"14911","chr2",76648476,76658556,10081,"+","381375"
"14912","chr2",84678402,84688215,9814,"+","381379"
"14913","chr2",147710693,147717632,6940,"+","381384"
"14914","chr2",151470542,151476153,5612,"-","381393"
"14915","chr2",153938212,153964101,25890,"+","381399"
"14916","chr2",164025450,164050538,25089,"+","381404"
"14917","chr2",165351297,165368729,17433,"-","381405"
"14918","chr2",165490110,165493324,3215,"-","381406"
"14919","chr2",178430531,178487366,56836,"+","381409"
"14920","chr2",91643669,91649791,6123,"-","381410"
"14921","chr2",93855361,93869157,13797,"-","381411"
"14922","chr2",118277110,118373419,96310,"-","381413"
"14923","chr2",122484941,122528040,43100,"+","381417"
"14924","chr2",125136633,125147841,11209,"+","381418"
"14925","chr3",37714190,37724490,10301,"-","381438"
"14926","chr3",69131233,69157177,25945,"+","381452"
"14927","chr3",93144787,93149819,5033,"+","381457"
"14928","chr3",102939658,102964133,24476,"-","381463"
"14929","chr3",139205694,139710299,504606,"+","381476"
"14930","chr3",15946870,16006437,59568,"-","381484"
"14931","chr3",19644474,19692421,47948,"+","381485"
"14932","chr3",79641611,79737880,96270,"-","381489"
"14933","chr3",90654302,90658669,4368,"+","381493"
"14934","chr3",157527515,157534090,6576,"-","381498"
"14935","chr4",11261315,11322137,60823,"-","381510"
"14936","chr4",11958184,11966452,8269,"-","381511"
"14937","chr4",45890303,45950774,60472,"+","381522"
"14938","chr4",53261356,53270232,8877,"-","381524"
"14939","chr4",62050234,62054158,3925,"-","381530"
"14940","chr4",62147932,62150863,2932,"-","381531"
"14941","chr4",100478849,100550147,71299,"+","381534"
"14942","chr4",101986626,101990053,3428,"+","381536"
"14943","chr4",106680417,106730925,50509,"-","381538"
"14944","chr4",117213334,117252125,38792,"-","381544"
"14945","chr4",117866524,117872557,6034,"-","381546"
"14946","chr4",120930137,120951699,21563,"-","381549"
"14947","chr4",132724897,132732546,7650,"-","381560"
"14948","chr4",143809245,143816093,6849,"-","381569"
"14949","chr4",144190719,144196934,6216,"+","381570"
"14950","chr4",144519822,144529353,9532,"+","381572"
"14951","chr4",154026639,154042677,16039,"-","381580"
"14952","chr4",155734800,155740564,5765,"+","381582"
"14953","chr4",88627320,88634411,7092,"-","381590"
"14954","chr4",98726734,98738480,11747,"+","381591"
"14955","chr8",20385782,20424814,39033,"-","381598"
"14956","chr4",46604390,46650209,45820,"-","381605"
"14957","chr5",26098668,26105362,6695,"-","381622"
"14958","chr5",28317121,28419239,102119,"+","381626"
"14959","chr5",30193431,30205722,12292,"-","381628"
"14960","chr5",31048312,31054623,6312,"+","381629"
"14961","chr5",33983433,33985013,1581,"+","381633"
"14962","chr5",37085370,37229547,144178,"+","381634"
"14963","chr5",76588698,76646466,57769,"+","381644"
"14964","chr5",91962389,91972066,9678,"+","381650"
"14965","chr5",91987475,91995320,7846,"+","381651"
"14966","chr5",93634993,93671551,36559,"-","381654"
"14967","chr5",110344730,110356094,11365,"+","381667"
"14968","chr5",110361754,110448602,86849,"-","381668"
"14969","chr5",130378778,130384631,5854,"-","381673"
"14970","chr5",137026392,137033351,6960,"+","381677"
"14971","chr5",137787798,137822621,34824,"+","381678"
"14972","chr5",138225898,138253363,27466,"+","381680"
"14973","chr5",144983519,145084030,100512,"-","381686"
"14974","chr5",149528679,149611894,83216,"+","381693"
"14975","chr5",149678230,149762599,84370,"+","381694"
"14976","chr5",150599932,150665612,65681,"-","381695"
"14977","chr5",113692422,113724772,32351,"-","381707"
"14978","chr5",14910122,14914899,4778,"-","381714"
"14979","chr5",15652286,15657059,4774,"-","381715"
"14980","chr5",5437827,5479143,41317,"-","381716"
"14981","chr5",30281388,30366695,85308,"+","381738"
"14982","chr5",123489305,123508205,18901,"+","381741"
"14983","chr6",40439088,40466813,27726,"+","381759"
"14984","chr6",40471352,40484700,13349,"+","381760"
"14985","chr6",71293765,71302880,9116,"+","381785"
"14986","chr6",86483376,86488227,4852,"-","381792"
"14987","chr6",91904233,91950725,46493,"+","381798"
"14988","chr6",113697050,113711069,14020,"+","381801"
"14989","chr6",115544664,115578628,33965,"+","381802"
"14990","chr6",122136628,122152016,15389,"+","381806"
"14991","chr6",123172893,123204671,31779,"+","381809"
"14992","chr6",125067920,125082472,14553,"+","381810"
"14993","chr6",127561338,127674248,112911,"+","381812"
"14994","chr6",127689011,127769472,80462,"-","381813"
"14995","chr6",129322164,129331796,9633,"-","381816"
"14996","chr6",132625111,132651526,26416,"-","381819"
"14997","chr6",133104909,133110899,5991,"+","381820"
"14998","chr6",134929092,134956798,27707,"+","381822"
"14999","chr6",134981718,134986836,5119,"+","381823"
"15000","chr6",145391426,145392166,741,"+","381827"
"15001","chr6",132311590,132314757,3168,"-","381832"
"15002","chr6",132206795,132210521,3727,"-","381833"
"15003","chr7",4965260,4971168,5909,"-","381835"
"15004","chr7",4940512,4964406,23895,"-","381836"
"15005","chr7",8244348,8260599,16252,"-","381838"
"15006","chr7",12927416,12931072,3657,"+","381845"
"15007","chr7",19156061,19166127,10067,"-","381853"
"15008","chr7",30233439,30235725,2287,"-","381867"
"15009","chr7",45241085,45273367,32283,"+","381884"
"15010","chr7",97371606,97392185,20580,"+","381903"
"15011","chr7",118592328,118596838,4511,"+","381914"
"15012","chr7",119922671,120095280,172610,"-","381917"
"15013","chr7",126865678,126884703,19026,"-","381921"
"15014","chr7",126971722,126976098,4377,"-","381922"
"15015","chr7",128154376,128223816,69441,"+","381924"
"15016","chr7",129257031,129391412,134382,"+","381925"
"15017","chr7",139972303,139978755,6453,"-","381933"
"15018","chr7",104840257,104842603,2347,"-","381944"
"15019","chr7",99260481,99267218,6738,"-","381967"
"15020","chr7",31290508,31304977,14470,"+","381970"
"15021","chr7",143763710,143766993,3284,"-","381974"
"15022","chr7",4690604,4715997,25394,"+","381979"
"15023","chr7",45783738,45804144,20407,"+","381983"
"15024","chr10",4367075,4388108,21034,"-","381990"
"15025","chr7",63916857,63920539,3683,"+","381994"
"15026","chr8",21702519,21703645,1127,"-","382000"
"15027","chr8",43519762,43528106,8345,"-","382007"
"15028","chr8",56531522,56551047,19526,"-","382010"
"15029","chr8",71476019,71485963,9945,"-","382014"
"15030","chr8",71624417,71671757,47341,"-","382018"
"15031","chr8",71908608,71916354,7747,"+","382019"
"15032","chr8",88118769,88135110,16342,"+","382030"
"15033","chr8",120228456,120581390,352935,"+","382034"
"15034","chr8",122619471,122622739,3269,"-","382035"
"15035","chr8",122760045,122763021,2977,"-","382036"
"15036","chr8",124021508,124048505,26998,"+","382038"
"15037","chr8",93056728,93080017,23290,"-","382044"
"15038","chr8",94923694,94943280,19587,"+","382045"
"15039","chr8",104591451,104599026,7576,"+","382051"
"15040","chr8",105048601,105058413,9813,"+","382053"
"15041","chr8",70382355,70439579,57225,"-","382056"
"15042","chr8",21162277,21163249,973,"+","382059"
"15043","chr9",21526176,21545333,19158,"+","382062"
"15044","chr9",26879567,26923081,43515,"-","382064"
"15045","chr9",31280538,31381723,101186,"+","382066"
"15046","chr9",44410159,44418569,8411,"-","382073"
"15047","chr9",44433773,44441136,7364,"-","382074"
"15048","chr9",56848659,56864679,16021,"-","382075"
"15049","chr9",58028677,58118823,90147,"-","382077"
"15050","chr9",66065176,66069719,4544,"-","382083"
"15051","chr9",78327589,78329620,2032,"+","382088"
"15052","chr9",87015537,87019917,4381,"+","382089"
"15053","chr9",87189577,87255536,65960,"-","382090"
"15054","chr9",99006790,99035715,28926,"-","382097"
"15055","chr9",109552602,109568262,15661,"-","382105"
"15056","chr9",109601116,109626057,24942,"-","382106"
"15057","chr9",109717566,109746089,28524,"-","382109"
"15058","chr9",114057140,114098728,41589,"+","382111"
"15059","chr9",119169455,119365553,196099,"-","382113"
"15060","chr9",122805539,122836334,30796,"+","382117"
"15061","chr9",122885685,122898618,12934,"+","382118"
"15062","chr9",50768236,50773348,5113,"+","382137"
"15063","chr9",52679863,52798774,118912,"+","382139"
"15064","chr9",109378400,109404296,25897,"-","382156"
"15065","chrX",8748432,8754587,6156,"+","382206"
"15066","chrX",20425688,20519939,94252,"+","382207"
"15067","chrX",37249919,37258983,9065,"+","382209"
"15068","chrX",71920947,71940870,19924,"+","382221"
"15069","chrX",101794656,101798642,3987,"+","382231"
"15070","chrX",102794298,102796833,2536,"+","382233"
"15071","chrX",108737016,108834372,97357,"-","382236"
"15072","chrX",116448944,116478783,29840,"+","382239"
"15073","chrX",149594570,149636764,42195,"+","382243"
"15074","chrX",149941655,149984982,43328,"+","382244"
"15075","chrX",150397773,150459154,61382,"-","382245"
"15076","chrX",159526688,159593081,66394,"+","382252"
"15077","chrX",160771923,160994704,222782,"-","382253"
"15078","chrX",166662025,166689812,27788,"+","382255"
"15079","chrX",26028214,26051041,22828,"-","382275"
"15080","chrX",25277483,25301455,23973,"-","382277"
"15081","chrX",38104077,38110907,6831,"-","382282"
"15082","chrY",55213720,75222058,20008339,"+","382301"
"15083","chr10",24091260,24092294,1035,"-","382348"
"15084","chr10",79639526,79645738,6213,"-","382384"
"15085","chr10",99107036,99198074,91039,"+","382406"
"15086","chr10",111500739,111501965,1227,"+","382421"
"15087","chr10",112925430,112928995,3566,"-","382423"
"15088","chr10",116986314,117025040,38727,"+","382427"
"15089","chr10",10605945,10616313,10369,"+","382450"
"15090","chr11",58954048,58954512,465,"-","382522"
"15091","chr11",58961812,58962222,411,"+","382523"
"15092","chr11",89390223,89841266,451044,"-","382543"
"15093","chr11",115042131,115048409,6279,"-","382551"
"15094","chr12",4769022,4778813,9792,"+","382562"
"15095","chr12",17172100,17176888,4789,"-","382571"
"15096","chr12",87166237,87200454,34218,"-","382620"
"15097","chr12",112678828,112682747,3920,"+","382639"
"15098","chr13",92844760,92858230,13471,"+","382793"
"15099","chr14",31523082,31591343,68262,"-","382864"
"15100","chr14",33967070,33978764,11695,"-","382867"
"15101","chr14",63182443,63193856,11414,"-","382913"
