"","seqnames","start","end","width","strand","gene_id"
"7975","chr8",23687547,23704285,16739,"-","22335"
"7976","chr15",97684858,97738727,53870,"-","22337"
"7977","chr17",46153943,46169326,15384,"-","22339"
"7978","chr19",7056962,7062141,5180,"-","22340"
"7979","chr8",55162886,55271808,108923,"+","22341"
"7980","chr7",52623261,52625934,2674,"-","22342"
"7981","chr2",109731035,109741093,10059,"+","22343"
"7982","chr15",27586025,27611253,25229,"-","223433"
"7983","chr15",27660404,27955603,295200,"-","223435"
"7984","chr11",87881843,87898231,16389,"+","22344"
"7985","chr15",31154140,31204093,49954,"+","223453"
"7986","chr15",31385654,31460792,75139,"-","223455"
"7987","chr6",113574015,113581627,7613,"+","22346"
"7988","chr15",34502554,34608461,105908,"-","223473"
"7989","chr2",158436494,158441483,4990,"+","22348"
"7990","chr1",74455958,74482134,26177,"+","22349"
"7991","chr15",38944420,38978401,33982,"+","223499"
"7992","chr17",6942480,6987129,44650,"-","22350"
"7993","chr9",118961896,118980643,18748,"+","22351"
"7994","chr15",41696839,41701266,4428,"-","223513"
"7995","chr2",13495938,13504453,8516,"+","22352"
"7996","chr15",44259638,44269231,9594,"+","223527"
"7997","chr10",4698927,4707323,8397,"-","22353"
"7998","chr9",121551834,121582072,30239,"+","22354"
"7999","chr12",117316196,117384734,68539,"+","22355"
"8000","chr19",27291510,27328721,37212,"+","22359"
"8001","chr15",59163552,59205707,42156,"-","223593"
"8002","chr13",25343908,25361865,17958,"-","22360"
"8003","chr15",63760649,63892010,131362,"-","223601"
"8004","chr15",72342549,72376709,34161,"-","223604"
"8005","chr10",23614494,23625149,10656,"+","22361"
"8006","chr16",16868494,16869348,855,"-","22362"
"8007","chr15",74551664,74554803,3140,"+","223626"
"8008","chr16",17980658,17981173,516,"+","22363"
"8009","chr10",75411057,75412391,1335,"+","22364"
"8010","chr15",75584877,75672338,87462,"-","223642"
"8011","chr15",75721394,75724911,3518,"-","223646"
"8012","chr15",75810302,75812715,2414,"-","223648"
"8013","chr15",75916024,75922056,6033,"-","223649"
"8014","chr3",95803755,95862378,58624,"-","22365"
"8015","chr15",75931918,75950625,18708,"-","223650"
"8016","chr15",76210943,76283688,72746,"+","223658"
"8017","chr15",76541090,76545521,4432,"+","223664"
"8018","chr15",76551895,76554275,2381,"-","223665"
"8019","chr15",76554415,76648600,94186,"-","223666"
"8020","chr15",76709706,76722824,13119,"+","223669"
"8021","chr12",107248473,107315620,67148,"+","22367"
"8022","chr15",77234219,77241510,7292,"-","223672"
"8023","chr11",62387988,62413807,25820,"+","22368"
"8024","chr15",78883524,78893289,9766,"-","223690"
"8025","chr15",78905653,78924830,19178,"+","223691"
"8026","chr15",79191114,79233733,42620,"-","223693"
"8027","chr15",79501298,79503292,1995,"+","223696"
"8028","chr15",79554500,79572960,18461,"-","223697"
"8029","chr11",78312622,78315827,3206,"+","22370"
"8030","chr15",80842711,81021187,178477,"-","223701"
"8031","chr15",82446395,82451337,4943,"-","223706"
"8032","chr6",125482605,125636695,154091,"+","22371"
"8033","chr15",83377227,83386141,8915,"-","223722"
"8034","chr15",83405524,83425587,20064,"-","223723"
"8035","chr15",83610453,83688904,78452,"+","223726"
"8036","chr11",6535486,6538652,3167,"-","22373"
"8037","chr15",84383828,84388253,4426,"-","223732"
"8038","chr15",84776150,84818401,42252,"-","223739"
"8039","chr12",110098240,110132384,34145,"-","22375"
"8040","chr15",85888137,85968064,79928,"+","223752"
"8041","chr15",85969531,86016571,47041,"-","223753"
"8042","chr15",86044889,86328933,284045,"+","223754"
"8043","chrX",7658592,7667617,9026,"-","22376"
"8044","chr6",83069038,83071455,2418,"-","22377"
"8045","chr15",88517465,88564649,47185,"-","223770"
"8046","chr15",88582141,88614946,32806,"+","223773"
"8047","chr15",88635673,88649748,14076,"-","223774"
"8048","chr15",88692624,88696156,3533,"+","223775"
"8049","chr15",88919537,88930770,11234,"+","223776"
"8050","chr11",115939887,115948278,8392,"-","22378"
"8051","chr15",89153403,89155161,1759,"+","223780"
"8052","chr15",99147654,99200897,53244,"-","22379"
"8053","chr14",79859744,79881075,21332,"-","22380"
"8054","chr15",91668757,91691866,23110,"+","223809"
"8055","chrX",132779619,132781678,2060,"+","22381"
"8056","chr15",4848737,4912201,63465,"+","223825"
"8057","chr15",93070173,93105515,35343,"-","223827"
"8058","chr15",93228781,93322343,93563,"+","223828"
"8059","chr15",94100594,94234781,134188,"-","223838"
"8060","chr5",135095746,135115198,19453,"-","22384"
"8061","chr15",95453994,95485202,31209,"-","223843"
"8062","chr5",135663193,135721999,58807,"+","22385"
"8063","chr15",97575201,97598097,22897,"-","223864"
"8064","chr15",97871660,97923836,52177,"-","223870"
"8065","chr5",38918052,38952834,34783,"-","22388"
"8066","chr15",98493852,98507892,14041,"-","223881"
"8067","chr7",117265573,117286813,21241,"+","22390"
"8068","chr15",101623739,101632763,9025,"-","223915"
"8069","chr15",101759763,101770755,10993,"-","223917"
"8070","chr15",101946959,101966646,19688,"-","223918"
"8071","chr15",101981006,101993867,12862,"+","223920"
"8072","chr15",102168678,102181190,12513,"-","223921"
"8073","chr15",102354270,102455852,101583,"-","223922"
"8074","chr15",103269391,103278890,9500,"-","223927"
"8075","chr5",37357343,37380221,22879,"-","22393"
"8076","chr16",10835152,10893059,57908,"+","223970"
"8077","chr16",11803814,11909516,105703,"-","223978"
"8078","chr16",14109259,14163444,54186,"-","223989"
"8079","chr16",15889320,16146926,257607,"-","224008"
"8080","chr3",32233716,32264587,30872,"-","22401"
"8081","chr16",16422071,16600644,178574,"-","224014"
"8082","chr16",17276393,17278754,2362,"+","224019"
"8083","chr15",66722955,66754761,31807,"+","22402"
"8084","chr16",17280444,17406407,125964,"-","224020"
"8085","chr16",17572111,17576764,4654,"-","224022"
"8086","chr16",17759714,17793475,33762,"+","224023"
"8087","chr16",17797375,17808383,11009,"+","224024"
"8088","chr2",163646570,163658883,12314,"+","22403"
"8089","chr17",32490995,32526384,35390,"-","22404"
"8090","chr16",20308460,20325477,17018,"-","224044"
"8091","chr16",20498890,20509398,10509,"+","224045"
"8092","chr16",23925634,23930880,5247,"-","224055"
"8093","chr16",27353408,27370325,16918,"-","224065"
"8094","chr16",29396124,29544950,148827,"-","224079"
"8095","chr15",98620288,98624261,3974,"+","22408"
"8096","chr16",30312510,30388616,76107,"-","224088"
"8097","chr1",74838593,74850749,12157,"+","22409"
"8098","chr16",30511941,30550928,38988,"-","224090"
"8099","chr16",30561455,30587675,26221,"-","224092"
"8100","chr16",30599809,30602883,3075,"+","224093"
"8101","chr15",98602183,98608581,6399,"-","22410"
"8102","chr16",32017949,32079359,61411,"-","224105"
"8103","chr16",32142911,32165562,22652,"-","224109"
"8104","chr7",105983622,106003257,19636,"+","22411"
"8105","chr16",32332338,32393833,61496,"+","224111"
"8106","chr16",32777505,32797521,20017,"-","224116"
"8107","chr11",103588677,103611135,22459,"-","22412"
"8108","chr16",35155722,35304635,148914,"+","224129"
"8109","chr6",17938940,17980445,41506,"-","22413"
"8110","chr16",35694989,35769442,74454,"-","224132"
"8111","chr16",36875288,36933171,57884,"+","224139"
"8112","chr3",104747723,104764627,16905,"-","22414"
"8113","chr16",38525264,38550266,25003,"-","224143"
"8114","chr11",103635489,103679335,43847,"+","22415"
"8115","chr11",59061544,59104253,42710,"-","22416"
"8116","chr4",136833550,136852694,19145,"+","22417"
"8117","chr16",48924341,48994225,69885,"-","224170"
"8118","chr16",48994301,49019818,25518,"+","224171"
"8119","chr14",29318659,29338620,19962,"+","22418"
"8120","chr6",119382549,119494365,111817,"-","22419"
"8121","chr1",74818466,74831893,13428,"+","22420"
"8122","chr6",91313977,91361363,47387,"-","22421"
"8123","chr15",85365867,85412251,46385,"-","22422"
"8124","chr16",56204426,56273866,69441,"+","224224"
"8125","chr19",44567962,44588763,20802,"+","22423"
"8126","chr16",58635375,58638516,3142,"-","224247"
"8127","chr16",58728157,58734350,6194,"+","224250"
"8128","chr8",34344845,34495999,151155,"-","22427"
"8129","chr16",59490601,59555578,64978,"-","224273"
"8130","chr8",35153477,35171565,18089,"-","22428"
"8131","chr16",64477637,64478960,1324,"-","224291"
"8132","chr2",104966686,105013771,47086,"+","22431"
"8133","chr16",69857119,69863989,6871,"-","224318"
"8134","chr11",5420970,5425875,4906,"+","22433"
"8135","chr16",75593136,75603070,9935,"+","224344"
"8136","chr17",74233248,74299522,66275,"-","22436"
"8137","chr9",119922873,119932716,9844,"-","22437"
"8138","chrX",8849910,8890371,40462,"+","22439"
"8139","chr16",85452464,85550954,98491,"-","224405"
"8140","chrX",51086925,51100873,13949,"-","22441"
"8141","chr16",87553575,87595581,42007,"+","224419"
"8142","chr16",90229385,90284670,55286,"-","224432"
"8143","chr16",93583706,93604060,20355,"-","224440"
"8144","chrX",70331632,70342434,10803,"-","22445"
"8145","chr17",5492600,5753891,261292,"+","224454"
"8146","chrX",70499879,70510729,10851,"-","22446"
"8147","chr17",3635240,3696261,61022,"-","224480"
"8148","chr17",3519256,3557713,38458,"-","224481"
"8149","chr17",13116825,13133262,16438,"-","224530"
"8150","chr17",19190457,19218275,27819,"+","224552"
"8151","chr17",19797363,19831712,34350,"+","224572"
"8152","chr17",20404511,20422394,17884,"-","224576"
"8153","chr17",20710793,20733223,22431,"-","224582"
"8154","chr17",21145905,21180034,34130,"+","224585"
"8155","chr17",22498420,22514248,15829,"+","224598"
"8156","chr17",23889764,23908558,18795,"-","224613"
"8157","chr17",24312376,24342507,30132,"-","224617"
"8158","chr17",24645795,24664883,19089,"-","224619"
"8159","chr17",26019059,26056659,37601,"-","224624"
"8160","chr17",26918024,26929466,11443,"+","224630"
"8161","chr17",27326545,27341383,14839,"-","224640"
"8162","chr17",27888180,27957487,69308,"-","224647"
"8163","chr17",27993452,28036985,43534,"+","224648"
"8164","chr17",28046285,28199581,153297,"+","224650"
"8165","chr17",28314363,28342831,28469,"+","224656"
"8166","chr17",30352469,30713232,360764,"-","224671"
"8167","chr17",31432428,31487643,55216,"+","224674"
"8168","chr17",33102776,33116156,13381,"+","224691"
"8169","chr17",33470673,33495823,25151,"-","224694"
"8170","chr17",33661141,33690727,29587,"+","224697"
"8171","chr17",33822637,33855615,32979,"-","224703"
"8172","chr17",34092827,34103433,10607,"+","224705"
"8173","chr17",35272187,35284252,12066,"+","224727"
"8174","chr17",36093764,36106695,12932,"-","224742"
"8175","chr17",36597107,36599274,2168,"-","224753"
"8176","chr17",36684020,36686197,2178,"+","224754"
"8177","chr17",36806953,36809142,2190,"-","224756"
"8178","chr17",36909855,36913180,3326,"+","224761"
"8179","chr17",37035075,37047162,12088,"+","224762"
"8180","chr17",43526415,43596506,70092,"+","224792"
"8181","chr17",44233259,44242757,9499,"-","224794"
"8182","chr17",44325521,44417117,91597,"+","224796"
"8183","chr17",45643790,45657792,14003,"+","224805"
"8184","chr17",45797126,45823167,26042,"-","224807"
"8185","chr17",46391114,46394265,3152,"+","224813"
"8186","chr17",46440179,46464972,24794,"-","224814"
"8187","chr17",46804405,46811204,6800,"-","224823"
"8188","chr17",46848412,46862490,14079,"+","224824"
"8189","chr17",47065240,47147481,82242,"-","224826"
"8190","chr17",47277891,47496407,218517,"+","224829"
"8191","chr17",47573588,47607587,34000,"+","224833"
"8192","chr17",47748545,47821016,72472,"+","224836"
"8193","chr17",48403661,48414724,11064,"+","224840"
"8194","chr17",50648872,50827819,178948,"+","224860"
"8195","chr17",56031516,56038353,6838,"+","224893"
"8196","chr17",56326105,56358312,32208,"-","224897"
"8197","chr17",56700396,56724006,23611,"-","224902"
"8198","chr17",56724405,56745717,21313,"+","224903"
"8199","chr17",56746875,56749194,2320,"-","224904"
"8200","chr17",56904174,56909516,5343,"+","224907"
"8201","chr17",56909699,56911557,1859,"+","224908"
"8202","chr17",57201624,57205337,3714,"+","224912"
"8203","chr17",57648206,57684737,36532,"-","224916"
"8204","chr17",64630355,64681223,50869,"-","224938"
"8205","chr17",70318708,71170753,852046,"+","224997"
"8206","chr17",72092895,72102225,9331,"-","225004"
"8207","chr17",73457325,73592706,135382,"+","225010"
"8208","chr17",78777225,78817443,40219,"-","225020"
"8209","chr17",80599420,80606645,7226,"-","225027"
"8210","chr17",80979852,81127433,147582,"-","225028"
"8211","chr17",83985297,84031235,45939,"-","225030"
"8212","chr17",87682226,87781110,98885,"+","225049"
"8213","chr17",88390199,88464625,74427,"-","225055"
"8214","chr17",88524852,88530456,5605,"+","225058"
"8215","chr18",4920538,5119291,198754,"+","225115"
"8216","chr18",7868856,7929025,60170,"+","225131"
"8217","chr18",9278605,9282807,4203,"-","225152"
"8218","chr18",9958178,9995482,37305,"+","225160"
"8219","chr18",10725623,10818702,93080,"+","225164"
"8220","chr18",11791785,11901716,109932,"+","225182"
"8221","chr18",12410866,12464229,53364,"-","225187"
"8222","chr18",13165499,13181391,15893,"+","225192"
"8223","chr18",13845523,14131242,285720,"-","225207"
"8224","chr9",72961276,72971140,9865,"+","225215"
"8225","chr18",20535336,20568242,32907,"+","225256"
"8226","chr18",21708878,21810869,101992,"-","225266"
"8227","chr18",24263262,24280320,17059,"-","225280"
"8228","chr18",24643463,24688705,45243,"-","225283"
"8229","chr18",24867946,25292002,424057,"+","225288"
"8230","chr18",25327521,25625822,298302,"+","225289"
"8231","chr18",30432550,30507774,75225,"+","225326"
"8232","chr18",31919534,31942383,22850,"+","225339"
"8233","chr18",32091161,32118273,27113,"+","225341"
"8234","chr18",32996879,33026074,29196,"+","225348"
"8235","chr18",34602005,34666477,64473,"-","225358"
"8236","chr18",35000312,35007109,6798,"+","225362"
"8237","chr18",35062439,35091657,29219,"-","225363"
"8238","chr18",36830813,36839020,8208,"-","225372"
"8239","chr18",38115213,38118833,3621,"+","225392"
"8240","chr18",42435007,42501194,66188,"+","225432"
"8241","chr18",43936850,43952532,15683,"-","225443"
"8242","chr18",46399603,46440504,40902,"-","225467"
"8243","chr18",46717885,46734187,16303,"-","225471"
"8244","chr18",50438023,50442673,4651,"+","225497"
"8245","chr18",53624200,53735511,111312,"+","225518"
"8246","chr18",53841377,53904201,62825,"-","225523"
"8247","chr18",58715894,58772523,56630,"+","225579"
"8248","chr18",59222035,59236614,14580,"+","225583"
"8249","chr18",60427955,60432921,4967,"-","225594"
"8250","chr18",61380153,61449372,69220,"+","225600"
"8251","chr18",62112729,62175373,62645,"+","225608"
"8252","chr18",64500018,64558142,58125,"+","225631"
"8253","chr18",65425186,65553542,128357,"-","225638"
"8254","chr18",66033148,66046233,13086,"+","225642"
"8255","chr18",66115376,66129832,14457,"-","225644"
"8256","chr18",67385184,67405484,20301,"-","225651"
"8257","chr18",67624503,67640235,15733,"+","225655"
"8258","chr18",67777051,67800990,23940,"-","225659"
"8259","chr18",74088141,74224603,136463,"-","225724"
"8260","chr18",77424586,77494189,69604,"+","225742"
"8261","chr18",77694849,77803875,109027,"-","225743"
"8262","chr18",77996306,78006519,10214,"-","225745"
"8263","chr18",84257550,84266906,9357,"+","225791"
"8264","chr18",89346361,89439719,93359,"+","225825"
"8265","chr19",7631949,7663035,31087,"+","225845"
"8266","chr19",6227767,6235840,8074,"-","225849"
"8267","chr19",5494848,5510489,15642,"-","225861"
"8268","chr19",5335741,5344153,8413,"+","225865"
"8269","chr19",5050808,5057071,6264,"+","225870"
"8270","chr19",4984355,4989971,5617,"-","225872"
"8271","chr19",4611784,4615667,3884,"-","225875"
"8272","chr19",4316147,4398266,82120,"-","225876"
"8273","chr19",4057487,4059444,1958,"-","225884"
"8274","chr19",3908870,3912750,3881,"-","225887"
"8275","chr19",3767421,3818303,50883,"+","225888"
"8276","chrX",102992956,103124711,131756,"-","22589"
"8277","chr19",8848844,8860907,12064,"-","225895"
"8278","chr19",8945986,8950153,4168,"+","225896"
"8279","chr19",9004184,9016072,11889,"+","225898"
"8280","chr4",46188094,46209183,21090,"-","22590"
"8281","chr19",10282761,10315238,32478,"-","225908"
"8282","chr6",91439302,91465882,26581,"-","22591"
"8283","chr19",10651941,10664320,12380,"+","225912"
"8284","chr19",10662281,10679922,17642,"-","225913"
"8285","chr1",44204589,44238105,33517,"+","22592"
"8286","chr19",11721774,11735049,13276,"-","225922"
"8287","chr19",11771545,11786348,14804,"+","225923"
"8288","chr19",11986889,12019586,32698,"+","225929"
"8289","chr7",25331314,25358457,27144,"+","22594"
"8290","chr1",72353995,72441527,87533,"+","22596"
"8291","chr13",73799198,73815471,16274,"-","22598"
"8292","chr9",123502938,123541683,38746,"-","22599"
"8293","chr19",18706452,18726674,20223,"+","225994"
"8294","chr19",18787726,18792919,5194,"+","225995"
"8295","chr19",18824473,18967001,142529,"+","225997"
"8296","chr19",19011058,19185686,174629,"-","225998"
"8297","chr9",7932001,8004596,72596,"-","22601"
"8298","chr19",21727799,21760127,32329,"+","226016"
"8299","chr19",22213607,23064374,850768,"+","226025"
"8300","chr19",23283222,23348367,65146,"-","226026"
"8301","chr19",24748498,24754151,5654,"+","226040"
"8302","chr19",24752751,24936332,183582,"-","226041"
"8303","chr19",24994406,25036106,41701,"-","226043"
"8304","chr19",25746901,25753481,6581,"+","226049"
"8305","chr19",28336938,28754567,417630,"-","226075"
"8306","chr4",118949932,118967118,17187,"-","22608"
"8307","chr19",29596772,29680411,83640,"+","226089"
"8308","chr19",29684373,29722910,38538,"-","226090"
"8309","chr19",36629129,36695625,66497,"+","226098"
"8310","chr19",37973526,38118067,144542,"-","226101"
"8311","chr19",40227851,40261776,33926,"-","226105"
"8312","chr19",41137910,41151603,13694,"-","226115"
"8313","chr5",32913593,32989430,75838,"+","22612"
"8314","chr19",42056253,42109131,52879,"+","226122"
"8315","chr19",42149429,42160860,11432,"-","226123"
"8316","chr19",43807744,43827490,19747,"-","226139"
"8317","chr19",44079512,44103737,24226,"-","226143"
"8318","chr19",44109433,44144275,34843,"-","226144"
"8319","chr19",45005609,45058277,52669,"+","226151"
"8320","chr19",45080182,45087252,7071,"+","226153"
"8321","chr19",45089666,45101594,11929,"+","226154"
"8322","chr19",45635105,45652777,17673,"+","226162"
"8323","chr19",46131029,46147399,16371,"+","226169"
"8324","chr19",46673596,46731879,58284,"+","226178"
"8325","chr19",47089188,47098836,9649,"+","226180"
"8326","chr19",47142238,47157969,15732,"+","226182"
"8327","chr9",37421432,37455903,34472,"+","22619"
"8328","chr19",56362428,56394579,32152,"+","226243"
"8329","chr19",56536127,56561219,25093,"+","226245"
"8330","chr1",129711848,129736867,25020,"-","22625"
"8331","chr19",56986844,57083065,96222,"-","226250"
"8332","chr19",57107754,57389409,281656,"-","226251"
"8333","chr19",57435499,57464084,28586,"+","226252"
"8334","chr19",57685524,58207830,522307,"+","226255"
"8335","chr1",75122116,75130464,8349,"-","22626"
"8336","chr19",59017915,59045911,27997,"+","226265"
"8337","chr11",75546389,75579343,32955,"+","22627"
"8338","chr19",60542636,60544207,1572,"-","226278"
"8339","chr5",136384249,136410511,26263,"-","22628"
"8340","chr5",33361465,33370615,9151,"+","22629"
"8341","chr12",21396190,21423442,27253,"-","22630"
"8342","chr1",5903788,5907479,3692,"-","226304"
"8343","chr15",36700017,36724293,24277,"-","22631"
"8344","chr12",110031521,110054842,23322,"+","22632"
"8345","chr10",12780310,12851501,71192,"+","22634"
"8346","chr5",137819865,137918292,98428,"-","22635"
"8347","chr1",121422744,121424803,2060,"+","226351"
"8348","chr1",121441610,121545577,103968,"-","226352"
"8349","chr1",121820096,121891787,71692,"-","226356"
"8350","chr1",122237159,122239751,2593,"+","226359"
"8351","chr1",36818706,36839661,20956,"+","22637"
"8352","chr10",52262124,52265545,3422,"-","22639"
"8353","chr8",114167343,114194911,27569,"+","22640"
"8354","chr1",129765350,129840453,75104,"+","226407"
"8355","chr1",129850763,129999624,148862,"-","226409"
"8356","chr1",129999883,130134312,134430,"+","226412"
"8357","chr1",130181341,130224895,43555,"-","226413"
"8358","chr1",130260284,130313993,53710,"-","226414"
"8359","chr1",132613904,132618634,4731,"+","226418"
"8360","chr1",133025018,133034811,9794,"-","226419"
"8361","chr4",141000588,141023852,23265,"+","22642"
"8362","chr1",133585272,133612016,26745,"+","226421"
"8363","chr1",133763854,133769464,5611,"+","226422"
"8364","chr17",33497452,33531582,34131,"-","22643"
"8365","chr1",137278892,137327068,48177,"-","226432"
"8366","chr1",137850155,137902919,52765,"-","226438"
"8367","chr6",71443888,71460875,16988,"+","22644"
"8368","chr1",138521478,138526968,5491,"+","226442"
"8369","chr9",122832196,122840146,7951,"+","22646"
"8370","chr1",141318960,141349584,30625,"+","226470"
"8371","chr5",130160470,130175963,15494,"-","22648"
"8372","chr1",152208441,152240185,31745,"-","226499"
"8373","chr1",154684125,154749776,65652,"-","226517"
"8374","chr1",154802231,154966391,164161,"+","226518"
"8375","chr1",155066052,155179916,113865,"-","226519"
"8376","chr7",69562479,69565025,2547,"-","22652"
"8377","chr1",159065314,159342726,277413,"-","226525"
"8378","chr1",159388713,159418864,30152,"+","226527"
"8379","chr1",162970744,163000763,30020,"-","226539"
"8380","chr17",23712819,23736454,23636,"-","22654"
"8381","chr1",163018509,163061610,43102,"-","226541"
"8382","chr3",95697919,95702213,4295,"+","226548"
"8383","chr1",163746243,163806792,60550,"-","226551"
"8384","chr1",164601916,164670687,68772,"-","226562"
"8385","chr1",164724014,164743803,19790,"-","226564"
"8386","chr1",164846682,164867646,20965,"-","226565"
"8387","chr11",97550137,97561811,11675,"-","22658"
"8388","chr1",167142417,167167089,24673,"-","226591"
"8389","chr1",167579076,167639863,60788,"-","226594"
"8390","chr1",168413744,168427719,13976,"-","226601"
"8391","chr1",168559102,168577824,18723,"-","226604"
"8392","chr16",33380861,33503989,123129,"+","22661"
"8393","chr1",168931548,169021433,89886,"+","226610"
"8394","chr1",172634588,172797902,163315,"-","226641"
"8395","chr1",173164991,173177243,12253,"-","226646"
"8396","chr1",173319091,173340429,21339,"+","226652"
"8397","chr1",173349164,173350483,1320,"+","226654"
"8398","chr17",69732715,69739884,7170,"+","22666"
"8399","chr19",6363690,6378038,14349,"+","22668"
"8400","chr1",175942129,175961886,19758,"-","226695"
"8401","chr17",36974086,36996325,22240,"+","22670"
"8402","chr11",61261944,61267388,5445,"-","22671"
"8403","chrX",70232678,70276882,44205,"+","22673"
"8404","chr1",181476660,181557604,80945,"+","226744"
"8405","chr1",181675035,181734146,59112,"-","226747"
"8406","chr1",181891220,182095733,204514,"+","226751"
"8407","chr1",183103357,183142109,38753,"-","226757"
"8408","chr1",186695805,186706915,11111,"-","226777"
"8409","chr1",186720303,186823428,103126,"-","226778"
"8410","chr11",50712214,50729663,17450,"-","22678"
"8411","chr1",187278727,187292640,13914,"+","226781"
"8412","chr1",187911611,187941189,29579,"-","226791"
"8413","chr11",80196781,80219235,22455,"+","22680"
"8414","chr19",21346768,21356779,10012,"+","22682"
"8415","chr1",190794977,190831719,36743,"-","226823"
"8416","chr1",191704371,191746167,41797,"-","226830"
"8417","chr1",192771525,192803175,31651,"-","226841"
"8418","chr1",192829711,192850069,20359,"-","226844"
"8419","chr1",193175860,193220920,45061,"-","226849"
"8420","chr6",117813095,117822784,9690,"+","22685"
"8421","chr1",193541903,193608134,66232,"+","226856"
"8422","chr1",194336710,194597413,260704,"-","226861"
"8423","chr1",15843943,15882803,38861,"-","226866"
"8424","chr9",46081147,46090725,9579,"+","22687"
"8425","chr9",20232762,20279477,46716,"-","22688"
"8426","chr7",30678356,30691123,12768,"-","22689"
"8427","chr1",19093103,19156413,63311,"+","226896"
"8428","chr7",6336028,6349347,13320,"+","22690"
"8429","chr7",88005865,88021399,15535,"+","22691"
"8430","chr1",21388484,21952023,563540,"-","226922"
"8431","chr7",30569809,30579559,9751,"+","22693"
"8432","chr18",24148135,24163872,15738,"+","22694"
"8433","chr7",29161803,29164247,2445,"-","22695"
"8434","chr1",31321692,31324906,3215,"+","226957"
"8435","chr4",61850577,61869580,19004,"-","22696"
"8436","chr5",138558133,138575487,17355,"+","22697"
"8437","chr1",34778769,34869599,90831,"+","226970"
"8438","chr1",34906804,34936430,29627,"+","226971"
"8439","chr1",36392575,36426026,33452,"-","226976"
"8440","chr1",36756047,36766770,10724,"-","226977"
"8441","chr11",58701655,58717727,16073,"-","22698"
"8442","chr1",38054855,38112424,57570,"+","226982"
"8443","chr1",40738557,40825730,87174,"+","226999"
"8444","chr17",23310836,23330195,19360,"-","22700"
"8445","chr15",75447115,75455725,8611,"+","22701"
"8446","chr8",44380421,44392363,11943,"-","22702"
"8447","chr4",135841984,135849857,7874,"+","22704"
"8448","chr1",46123583,46430395,306813,"+","227058"
"8449","chr1",46864389,46910354,45966,"-","227059"
"8450","chr17",21587316,21602553,15238,"+","22709"
"8451","chr1",52687549,52708763,21215,"+","227094"
"8452","chr1",52901890,52977704,75815,"+","227095"
"8453","chr1",53246032,53353840,107809,"-","227099"
"8454","chr17",21672503,21699565,27063,"+","22710"
"8455","chr1",53353939,53367089,13151,"+","227102"
"8456","chr17",21560191,21572348,12158,"+","22712"
"8457","chr1",55462790,55811129,348340,"+","227120"
"8458","chr17",37138108,37147674,9567,"+","22715"
"8459","chr1",59030415,59051965,21551,"+","227154"
"8460","chr1",59177779,59220233,42455,"-","227157"
"8461","chr7",28623603,28641793,18191,"+","22717"
"8462","chr7",28516428,28536708,20281,"+","22718"
"8463","chr7",25076065,25084568,8504,"-","22719"
"8464","chr1",63004993,63160841,155849,"-","227195"
"8465","chr1",63190166,63223396,33231,"-","227197"
"8466","chr11",49016829,49032318,15490,"+","22720"
"8467","chr1",64737787,64772216,34430,"+","227210"
"8468","chr2",168719012,168781087,62076,"-","22722"
"8469","chr1",67169640,67277022,107383,"+","227231"
"8470","chr3",89181568,89197125,15558,"-","22724"
"8471","chr1",74238360,74241205,2846,"-","227288"
"8472","chr1",74325174,74326163,990,"+","227289"
"8473","chr1",74326414,74331312,4899,"-","227290"
"8474","chr1",74438183,74443859,5677,"+","227292"
"8475","chr1",75139360,75144483,5124,"+","227298"
"8476","chr1",84366414,84692796,326383,"-","227325"
"8477","chr1",87836112,87857630,21519,"-","227326"
"8478","chr1",88199796,88203880,4085,"+","227327"
"8479","chr1",89223573,89347385,123813,"+","227331"
"8480","chr1",89749862,89841064,91203,"+","227333"
"8481","chr1",89841696,89905126,63431,"-","227334"
"8482","chr1",93218652,93244880,26229,"+","227357"
"8483","chr1",93263007,93270794,7788,"+","227358"
"8484","chr1",95408681,95518553,109873,"+","227377"
"8485","chr1",98715361,98768748,53388,"-","227394"
"8486","chr1",99602623,99666669,64047,"-","227399"
"8487","chr1",107560438,107651708,91271,"+","227446"
"8488","chr1",107886983,107930654,43672,"+","227449"
"8489","chr13",67848737,67856071,7335,"-","22746"
"8490","chr1",112785772,112873949,88178,"-","227485"
"8491","chr6",118411968,118429291,17324,"-","22750"
"8492","chr8",108939239,108949795,10557,"+","22751"
"8493","chr2",3246221,3249900,3680,"-","227522"
"8494","chr2",3341403,3378389,36987,"+","227525"
"8495","chr2",3430337,3443648,13312,"+","227526"
"8496","chrX",70656442,70673719,17278,"+","22754"
"8497","chr2",5214503,5635710,421208,"-","227541"
"8498","chr2",6019546,6051231,31686,"-","227545"
"8499","chr7",25040852,25062813,21962,"+","22755"
"8500","chr7",25086723,25101685,14963,"-","22756"
"8501","chr5",145965428,145982619,17192,"+","22757"
"8502","chr13",21454689,21464171,9483,"+","22758"
"8503","chr2",12923514,12932491,8978,"-","227580"
"8504","chr17",17258024,17342073,84050,"+","22759"
"8505","chr2",23927241,23952115,24875,"-","227606"
"8506","chr8",124806041,124861147,55107,"+","22761"
"8507","chr2",25048240,25052333,4094,"-","227612"
"8508","chr2",25077678,25080222,2545,"-","227613"
"8509","chr2",25110959,25111872,914,"+","227615"
"8510","chr2",25145431,25146713,1283,"+","227618"
"8511","chr2",25188263,25207733,19471,"+","227619"
